Ticker,Name,Sector,Industry,Definition
SOUTHBANK,The South Indian Bank Limited,BANKS - PVT,BANKS - PVT,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
SOUTHWEST,South West Pinnacle Exploration Limited,Diversified Commercial Services,Diversified Commercial Services,"Companies providing dredging and related
services"
SPAL,S. P. Apparels Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
SPANDANA,Spandana Sphoorty Financial Limited,Fin COS (including NBFCs),Fin COS (including NBFCs),"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
SPCENET,Spacenet Enterprises India Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
SPECIALITY,Speciality Restaurants Limited,Restaurants,Restaurants,"Manufacturers of paper, paper boards etc."
SPENCERS,Spencer's Retail Limited,DIVERSIFIED RETAIL,DIVERSIFIED RETAIL,"Companies engaged into multiple business
segment, where no single business
segment contributes more than 50% of
companies' total revenue and two or
more segments each contributes at least
20% of total revenue"
SPIC,Southern Petrochemicals Industries Corporation  Limited,FERTILIZERS,FERTILIZERS,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
SPLIL,SPL Industries Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
SPLPETRO,Supreme Petrochem Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
SPORTKING,Sportking India Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
SREEL,Sreeleathers Limited,Footwear,Footwear,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
SRF,SRF Limited,Diversified Commercial Services,Diversified Commercial Services,"Companies providing dredging and related
services"
SRGHFL,SRG Housing Finance Limited,Finance,Finance,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Commodity Chemicals,Commodity Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
SSWL,Steel Strips Wheels Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
STAR,Strides Pharma Science Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
STARCEMENT,Star Cement Limited,Cement & Cement Products,Cement & Cement Products,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
STARHEALTH,Star Health and Allied Insurance Company Limited,General Insurance,General Insurance,"Companies providing dredging and related
services"
STARPAPER,Star Paper Mills Limited,Paper & Paper Products,Paper & Paper Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
STCINDIA,The State Trading Corporation of India Limited,Trading Companies & Distributors,Trading Companies & Distributors,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
STEELCAS,Steelcast Limited, Industrial Products, Industrial Products,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
STEELCITY,Steel City Securities Limited,STOCKBROKING AND ALLIED,STOCKBROKING AND ALLIED,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Iron & Steel and Intermediary Products,Iron & Steel and Intermediary Products,"Manufacturer, supplier and distributor of
cement, cement products"
STEL,Stel Holdings Limited,Holding Companies,Holding Companies,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
STERTOOLS,Sterling Tools Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
STLTECH,Sterlite Technologies Limited,Other Telecom Services,Other Telecom Services,"Companies providing dredging and related
services"
STOVEKRAFT,Stove Kraft Limited,Household Appliances,Household Appliances,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
STYLAMIND,Stylam Industries Limited,Forest Products - PLY & BOARDS,Forest Products - PLY & BOARDS,"Manufacturers of paper, paper boards etc."
STYRENIX,Styrenix Performance Materials Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
SUBEXLTD,Subex Limited,Software Products,Software Products,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
SUBROS,Subros Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
SUDARSCHEM,Sudarshan Chemical Industries Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
SUKHJITS,Sukhjit Starch & Chemicals Limited,Consumer Non-Durables,Consumer Non-Durables,"Manufacturers and distributors of bicycles
and tricycles"
SULA,Sula Vineyards Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
SUMICHEM,Sumitomo Chemical India Limited,Agrochemicals,Agrochemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
SUMMITSEC,Summit Securities Limited,INVESTMENT COMPANIES,INVESTMENT COMPANIES,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
SUNDARAM,Sundaram Multi Pap Limited,Commercial Printing/ Stationery,Commercial Printing/ Stationery,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
SUNDARMFIN,Sundaram Finance Limited,Fin COS (including NBFCs),Fin COS (including NBFCs),"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
SUNDARMHLD,Sundaram Finance Holdings Limited,DIVERSIFIED SERVICES,DIVERSIFIED SERVICES,"Companies providing dredging and related
services"
SUNDRMBRAK,Sundaram Brake Linings Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
SUNDRMFAST,Sundram Fasteners Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
SUNFLAG,Sunflag Iron And Steel Company Limited,Iron & Steel and Intermediary Products,Iron & Steel and Intermediary Products,"Manufacturer, supplier and distributor of
cement, cement products"
SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
SUNTECK,Sunteck Realty Limited,Realty,Realty,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
SUNTV,Sun TV Network Limited,Broadcasting & Cable TV,Broadcasting & Cable TV,"Companies engaged in marketing and/ or
transportation of gases"
SUPERHOUSE,Superhouse Limited,Footwear,Footwear,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
SUPRAJIT,Suprajit Engineering Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
SUPREMEIND,Supreme Industries Limited,PLASTIC PRODUCTS,PLASTIC PRODUCTS,Producers and distributors of edible oil
SUPRIYA,Supriya Lifescience Limited,Health Technology,Health Technology,"Companies engaged in software
development, IT consulting and data
analytics"
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
SURYAROSNI,Surya Roshni Limited,Iron & Steel and Intermediary Products,Iron & Steel and Intermediary Products,"Manufacturer, supplier and distributor of
cement, cement products"
SURYODAY,Suryoday Small Finance Bank Limited,BANKS - PVT,BANKS - PVT,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
SUTLEJTEX,Sutlej Textiles and Industries Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
SUVENPHAR,Suven Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
SWANENERGY,Swan Energy Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
SWARAJENG,Swaraj Engines Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
SWELECTES,Swelect Energy Systems Limited,Heavy Electrical Equipment,Heavy Electrical Equipment,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Construction & Engineering,Construction & Engineering,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
SYMPHONY,Symphony Limited,Consumer Electronics,Consumer Electronics,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
SYNGENE,Syngene International Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
SYRMA,Syrma SGS Technology Limited,Electronic Technology,Electronic Technology,"Companies engaged in software
development, IT consulting and data
analytics"
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,PLASTIC PRODUCTS,PLASTIC PRODUCTS,Producers and distributors of edible oil
TAJGVK,Taj GVK Hotels & Resorts Limited,Hotels,Hotels,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
TAKE,Take Solutions Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TALBROAUTO,Talbros Automotive Components Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
TANLA,Tanla Platforms Limited,Software Products,Software Products,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
TARSONS,Tarsons Products Limited,Healthcare  - Supplies,Healthcare  - Supplies,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
TASTYBITE,Tasty Bite Eatables Limited,CONSUMER FOOD,CONSUMER FOOD,Producers and distributors of edible oil
TATACHEM,Tata Chemicals Limited,Commodity Chemicals,Commodity Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TATACOMM,Tata Communications Limited,Alternate Carriers,Alternate Carriers,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tea & Coffee,Tea & Coffee,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
TATAELXSI,Tata Elxsi Limited,Software Products,Software Products,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
TATAMOTORS,Tata Motors Limited,"Construction, Agricultural & Commercial Vehicles","Construction, Agricultural & Commercial Vehicles","Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TATAPOWER,Tata Power Company Limited,Electric Utilities - GENERATION,Electric Utilities - GENERATION,"Companies engaged into water supply and
management"
TATASTEEL,Tata Steel Limited,STEEL MAJOR,STEEL MAJOR,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
TATVA,Tatva Chintan Pharma Chem Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TBZ,Tribhovandas Bhimji Zaveri Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
TCI,Transport Corporation of India Limited,Surface Transportation,Surface Transportation,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
TCIEXP,TCI Express Limited,LOGISTICS SOLUTION PROVIDER,LOGISTICS SOLUTION PROVIDER,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TCNSBRANDS,TCNS Clothing Co. Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
TCPLPACK,TCPL Packaging Limited,Containers & Packaging,Containers & Packaging,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
TCS,Tata Consultancy Services Limited,COMPUTER SOFTWARE MAJOR,COMPUTER SOFTWARE MAJOR,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
TDPOWERSYS,TD Power Systems Limited,Heavy Electrical Equipment,Heavy Electrical Equipment,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TEAMLEASE,Teamlease Services Limited,Specialized Consumer Services,Specialized Consumer Services,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
TECHM,Tech Mahindra Limited,COMPUTER SOFTWARE MAJOR,COMPUTER SOFTWARE MAJOR,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
TECHNOE,Techno Electric & Engineering Company Limited,Construction & Engineering,Construction & Engineering,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TEGA,Tega Industries Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
TEJASNET,Tejas Networks Limited,Other Telecom Services,Other Telecom Services,"Companies providing dredging and related
services"
TEMBO,Tembo Global Industries Limited,IRON & STEEL PRODUCTS,IRON & STEEL PRODUCTS,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Realty,Realty,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
TEXMOPIPES,Texmo Pipes and Products Limited,PLASTIC PRODUCTS,PLASTIC PRODUCTS,Producers and distributors of edible oil
TEXRAIL,Texmaco Rail & Engineering Limited,Construction & Engineering,Construction & Engineering,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TFCILTD,Tourism Finance Corporation of India Limited,Financial Institutions,Financial Institutions,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
TGBHOTELS,TGB Banquets And Hotels Limited,Hotels,Hotels,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
THANGAMAYL,Thangamayil Jewellery Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
THEJO,Thejo Engineering Limited,Distribution Services,Distribution Services,"Companies providing dredging and related
services"
THEMISMED,Themis Medicare Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
THERMAX,Thermax Limited,Heavy Electrical Equipment,Heavy Electrical Equipment,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
THOMASCOOK,Thomas Cook  (India)  Limited,Travel Support Services,Travel Support Services,"Companies providing dredging and related
services"
THYROCARE,Thyrocare Technologies Limited,Healthcare  - Services,Healthcare  - Services,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
TI,Tilaknagar Industries Limited,Breweries & Distilleries,Breweries & Distilleries,"Companies engaged into water supply and
management"
TIDEWATER,Tide Water Oil Company (India) Limited,Oil Marketing & Distribution,Oil Marketing & Distribution,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TIIL,Technocraft Industries (India) Limited,IRON & STEEL PRODUCTS,IRON & STEEL PRODUCTS,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TIINDIA,Tube Investments of India Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
TIMETECHNO,Time Technoplast Limited,PLASTIC PRODUCTS,PLASTIC PRODUCTS,Producers and distributors of edible oil
TIMKEN,Timken India Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
TIPSINDLTD,TIPS Industries Limited,Movies & Entertainment,Movies & Entertainment,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
TIRUMALCHM,Thirumalai Chemicals Limited,Commodity Chemicals,Commodity Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TITAN,Titan Company Limited,Other Apparels & Accessories,Other Apparels & Accessories,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
TMB,Tamilnad Mercantile Bank Limited,Finance,Finance,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
TNPETRO,Tamilnadu PetroProducts Limited,Commodity Chemicals,Commodity Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TNPL,Tamil Nadu Newsprint & Papers Limited,Paper & Paper Products,Paper & Paper Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
TOKYOPLAST,Tokyo Plast International Limited,PLASTIC PRODUCTS,PLASTIC PRODUCTS,Producers and distributors of edible oil
TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TORNTPOWER,Torrent Power Limited,Electric Utilities - GENERATION,Electric Utilities - GENERATION,"Companies engaged into water supply and
management"
TOTAL,Total Transport Systems Limited,LOGISTICS SOLUTION PROVIDER,LOGISTICS SOLUTION PROVIDER,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TOUCHWOOD,Touchwood Entertainment Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
TPLPLASTEH,TPL Plastech Limited,PLASTIC PRODUCTS,PLASTIC PRODUCTS,Producers and distributors of edible oil
TRACXN,Tracxn Technologies Limited,Technology Services,Technology Services,"Companies providing dredging and related
services"
TRENT,Trent Limited,Specialty Retail,Specialty Retail,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
TRIDENT,Trident Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
TRIGYN,Trigyn Technologies Limited,IT Consulting & Application Software,IT Consulting & Application Software,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
TRITURBINE,Triveni Turbine Limited,Heavy Electrical Equipment,Heavy Electrical Equipment,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TRIVENI,Triveni Engineering & Industries Limited,Sugar,Sugar,"Manufacturers and distributors of bicycles
and tricycles"
TRU,TruCap Finance Limited,Finance,Finance,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
TTKHLTCARE,TTK Healthcare Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TTKPRESTIG,TTK Prestige Limited,Houseware,Houseware,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
TTL,T T Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
TTML,Tata Teleservices (Maharashtra) Limited,Telecommunication Services,Telecommunication Services,"Companies providing dredging and related
services"
TVSELECT,TVS Electronics Limited,Storage Media & Peripherals,Storage Media & Peripherals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
TVSMOTOR,TVS Motor Company Limited,2/3 Wheelers,2/3 Wheelers,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
TVSSRICHAK,TVS Srichakra Limited,Tyres & Rubber Products,Tyres & Rubber Products,"Companies providing dredging and related
services"
TVTODAY,TV Today Network Limited,Broadcasting & Cable TV,Broadcasting & Cable TV,"Companies engaged in marketing and/ or
transportation of gases"
UBL,United Breweries Limited,Breweries & Distilleries,Breweries & Distilleries,"Companies engaged into water supply and
management"
UCOBANK,UCO Bank,BANKS - PSU,BANKS - PSU,"Companies engaged in marketing and/ or
transportation of gases"
UFLEX,UFLEX Limited,Containers & Packaging,Containers & Packaging,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
UFO,UFO Moviez India Limited,Broadcasting & Cable TV,Broadcasting & Cable TV,"Companies engaged in marketing and/ or
transportation of gases"
UGARSUGAR,The Ugar Sugar Works Limited,Sugar,Sugar,"Manufacturers and distributors of bicycles
and tricycles"
UGROCAP,Ugro Capital Limited,Fin COS (including NBFCs),Fin COS (including NBFCs),"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
UJJIVAN,Ujjivan Financial Services Limited,Fin COS (including NBFCs),Fin COS (including NBFCs),"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
UJJIVANSFB,Ujjivan Small Finance Bank Limited,BANKS - PVT,BANKS - PVT,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
ULTRACEMCO,UltraTech Cement Limited,Cement & Cement Products,Cement & Cement Products,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
UMANGDAIRY,Umang Dairies Limited,DIARY PRODUCTS,DIARY PRODUCTS,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
UNICHEMLAB,Unichem Laboratories Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
UNIDT,United Drilling Tools Limited, Industrial Goods, Industrial Goods,Producers and distributors of edible oil
UNIENTER,Uniphos Enterprises Limited,TRADING - CHEMICALS,TRADING - CHEMICALS,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
UNIONBANK,Union Bank of India,BANKS - PSU,BANKS - PSU,"Companies engaged in marketing and/ or
transportation of gases"
UNIPARTS,Uniparts India Limited,Distribution Services,Distribution Services,"Companies providing dredging and related
services"
UNITEDPOLY,United Polyfab Gujarat Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Tea & Coffee,Tea & Coffee,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
UNIVASTU,Univastu India Limited,ENGINEERING / DESIGNING /CONSTRUCTION,ENGINEERING / DESIGNING /CONSTRUCTION,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
UNIVCABLES,Universal Cables Limited,Other Electrical Equipment/ Products,Other Electrical Equipment/ Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
UNIVPHOTO,Universus Photo Imagings Limited,Photographic Products,Photographic Products,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
UNOMINDA,UNO Minda Limited,Producer Manufacturing,Producer Manufacturing,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
UPL,UPL Limited,Agrochemicals,Agrochemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
URAVI,Uravi T and Wedge Lamps Limited,Producer Manufacturing,Producer Manufacturing,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
USHAMART,Usha Martin Limited,IRON & STEEL PRODUCTS,IRON & STEEL PRODUCTS,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
UTIAMC,UTI Asset Management Company Limited,Asset Management Companies,Asset Management Companies,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
UTTAMSUGAR,Uttam Sugar Mills Limited,Sugar,Sugar,"Manufacturers and distributors of bicycles
and tricycles"
V2RETAIL,V2 Retail Limited,Department Stores,Department Stores,"Companies providing dredging and related
services"
VADILALIND,Vadilal Industries Limited,Packaged Foods,Packaged Foods,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
